cur_id,language,sentence,word,complexity
7583,english,"First, close evaluation of the staining pattern of a number of type I genes in the rd7 mutant retina (e.g., see Table S1, genes G9, G19, and G24), reveals that, in addition to the background staining throughout the ONL, there is a more darkly staining subpopulation of cells scattered throughout this layer in a distribution corresponding to that of the supernumerary S-cone opsin-expressing cells.",retina,0.4558823529411765
7584,english,Additional data file 1 contains: Figure S1 showing the localization of apoptotic cells and macrophages in the subcutis of developing embryos; and Figure S2 showing immunohistochemical staining of the Ptdsr protein in macrophages derived from wild-type and Ptdsr-knockout mice.,staining,0.3
7585,english,This wild-type staining pattern may simply reflect the fact that decreasing the amount of mutant protein by half makes it undetectable by immunocytochemistry.,staining,0.3249999999999999
7586,english,"We observe Sam68 staining in the brain, heart, and intestine (see Figure 1) as well as liver, skin, and kidney (unpublished data) of late-stage embryos.",staining,0.3382352941176471
7587,english,"To confirm these findings, the staining was repeated in kidneys taken from two further mice for each class, wild-type or mutant, with or without dDAVP treatment, with identical results.",staining,0.375
7588,english,"In two-cell stage wild-type embryos, DAPI staining is diffuse and fibrillar, with regions of higher density around the nucleolar precursor bodies (Figure 1E).",staining,0.4
7589,english,We tested several of the available wtGFP variants for developmental neutrality and stability of widespread expression.,neutrality,0.3
7590,english,"Outside of the centromeric H3 variant, S. cerevisiae possesses only H3.3, which is expressed and incorporated into chromatin in a replication-independent fashion in higher eukaryotes [12].",variant,0.3035714285714286
7591,english,"Several proteins are reported to localize to the XY body, including BRCA1, ATR, the histone variant H3.3, and modified histones such as ubiquitinated H2A (Ub-H2A) and phosphorylated H2AX (γH2AX) [12-15].",variant,0.3611111111111111
7592,english,"To further ensure we could detect any such insoluble aggregates that might bias our measure of changes in peptide synthesis, we performed a sequential three-step extraction with PBS, 2% SDS, and 70% FA that would separate peptides by solubility.",measure,0.3055555555555556
7593,english,"ADAM11-deficient mice survived more than one year without ataxia or tremor, showed no abnormalities in body weight gain, spontaneous motor activity, muscle strength, or walking patterns, and exhibited no apparent anatomical-histological changes.",tremor,0.3088235294117647
7594,english,Here we report that dopamine D2R-mediated signaling must be intact if a mouse is to efficiently learn to associate a food reinforcer with a specific odor and then adaptively disengage inappropriate behavioral strategies following the reversal of reinforcement contingencies.,dopamine,0.3125
7595,english,"While D2R antagonists have been used in the context of rodent associative learning paradigms, their lack of receptor subtype specificity [13] and motor-disrupting effects [6,8] have prevented a rigorous examination of the actual role this dopamine receptor subtype plays in associative and reversal learning in the context of an operant behavior.",dopamine,0.3874999999999999
7596,english,That D2R-mediated signaling orchestrates just motor components of learning is a conclusion that is potentially biased due to the practice of avoiding doses of drugs that induce catalepsy (and therefore measuring only partial blockade of dopamine D2Rs) and single administrations [e.g. [3]].,dopamine,0.4499999999999999
7597,english,"The abbreviations used are: MSUD, Maple Syrup Urine Disease; BCKDH, branched chain ketoacid dehydrogenase; BCAA, branched chain amino acids; ENU, N-ethyl-N-nitrosourea; BCAT, branched chain aminotransferase; ES cell, embryonic stem cell; TRE, tetracycline responsive element; MEF, mouse embryonic fibroblast.",abbreviations,0.3125
7598,english,"Genetic analyses of sitosterolemia pedigrees allowed the mapping of the STSL locus to human chromosome 2p21, between D2S2294 and D2S2298 [12,13].",pedigrees,0.3125
7599,english,"Surprisingly, we found that these cells form an XY body with normal morphology and proper accumulation of all the chromatin marks we examined.",marks,0.3157894736842105
7600,english,"Normally cells accumulate H3-2meK9 and H3-3meK9 marks and HP1β protein on the sex chromatin as they progress to diplonema, but we observed mutant diplotene cells lacking these features.",marks,0.3409090909090909
7601,english,One possibility for TRIP13′s role in recombination is that it is directly involved in a step specific to resolution of NCO recombination intermediates.,resolution,0.3235294117647058
7602,english,The progressive loss of afferent and efferent innervation in Brn3c null mutants shows neither in spatial nor in temporal pattern a resemblance to losses reported in simple BDNF or NT-3 null mutations [6].,resemblance,0.3166666666666666
7603,english,"We have previously reported the expression of Annexin A7 in human temporal neocortex and hippocampus obtained from neurosurgery for therapy-refractory epilepsy and found the two Annexin A7 isoforms restricted to the cytoplasm and nuclei of astrocytes, whereas neurons lacked any signal [19].",neurosurgery,0.3166666666666666
7604,english,"Interestingly, Sharon et al. [5] have recently pointed out additional features shared by patients with CRB1 mutations and mutations in NR2E3, including hyperopic refractive errors and a distinctive pattern of clumped pigmentation in the retina.",Sharon,0.5
7605,english,This possibly underlies the mistargeting of HKI to the myoid compartment of these neurons (Figure S2).,compartment,0.3333333333333333
7606,english,"This phenomenon does not reflect a lack of anterior/posterior axis formation, as evidenced by the formation of the AVE anteriorly and the primitive streak posteriorly.",streak,0.3369565217391305
7607,english,In the developing brain we noted a striking change in the subcellular distribution of Annexin A7.,distribution,0.3382352941176471
7608,english,AW initiated this project and analyzed the genomic distribution of this family of enzymes.,distribution,0.4285714285714286
7609,english,"Agouti protein has a short radius of action (Silvers and Russel 1955) and can be switched on and off during a single hair cycle (Bultman et al. 1992, 1994; Miller et al. 1993; Vrieling et al. 1994); thus, its regulated expression is thought to be responsible for the cream-colored or yellow ventral surface of mice carrying the black-and-tan (at) allele and for the yellow markings around the feet, ears, or head, i.e., tan points or head spots, of certain dog breeds.",Silvers,0.34375
7610,english,"In the laboratory, color variation has been the subject of vertebrate genetics for more than a century (Searle 1968; Silvers 1979), and many pigmentary components have been identified whose actions are understood in a cellular or organ-based context (reviewed in Bennett and Lamoreux 2003).",Silvers,0.35
7611,english,"p53+/GFP ES clones were analyzed by western blot with an antibody against p53, and found to express an additional band at the expected size (ca. 80 kDa).",western,0.3452380952380952
7612,english,"While the function of this evolutionary conserved histone chaperone has been studied extensively biochemically, we still lack information concerning its importance during early development in mammals and in pluripotent cells such as embryonic stem (ES) cells.",mammals,0.359375
7613,english,"Patients with MLIV do not show mucopolysaccharide excretion, skeletal changes, or organomegaly like the other mucolipidoses.",excretion,0.3611111111111111
7614,english,"Infusion of sitosterol and cholesterol into normal individuals leads to a rapid and preferential excretion of sitosterol into bile, but in sitosterolemic individuals biliary sterol secretion is almost absent [7,9].",excretion,0.3833333333333333
7615,english,"Wang, Axel and coworkers have shown that an artificial transgenic olfactory receptor gene containing two nonsense mutations can support development of an olfactory neuron, but that pseudogene-expressing neurons fail to converge on a glomerulus in the olfactory bulb [45].",Axel,0.3666666666666667
7616,english,"As well as colorectal polyps, these individuals can develop extracolonic symptoms, among which are upper gastrointestinal tract polyps, congenital hypertrophy of the retinal pigment epithelium, desmoid tumors, disorders of the maxillary and skeletal bones, and dental abnormalities [6].",disorders,0.3676470588235294
7617,english,"Several studies have demonstrated that both the acquisition [6,7] and expression [9] of associative learning are mediated by dopamine D1Rs.",acquisition,0.375
7618,english,"It is possible that B6 and D2 mice, which have a similar origin in the early 20th century, inherited different Tas2r haplotypes present in wild mouse populations prior to inbreeding.",inbreeding,0.375
7619,english,"However, no defects in axon pathfinding along the monosynaptic reflex arc or in muscle spindle differentiation have been noted in PV KO mice, which develop normally and show no apparent changes in their behavior or physical activity (Schwaller et al. 1999).",spindle,0.3823529411764705
7620,english,"Indeed the DsRed1 expressing clones that we were able to recover did not retain their characteristic ES cell morphology, usually appearing smaller and more spherical (Fig. 1e and 1f), or occasionally spindle shaped (data not shown).",spindle,0.390625
7621,english,"Altogether, our findings suggest a role for NT-3 in initiation of muscle innervation and spindle differentiation by the proprioceptive axons.",spindle,0.5147058823529411
7622,english,"In 5 wk, 46 wk or 72 wk old wild type lenses (Figure 2C,2D and 2E), however, there was no posterior or anterior subcapsular nucleic acid staining and the embryonic-fetal nucleus was centrally located, not in contact with the posterior capsule.",capsule,0.4
7623,english,"Well-formed plaques remained in the treated animals after 6 mo of transgene suppression, even though as much time was given to clear the lesions as they had taken to form.",plaques,0.4
7624,english,"In contrast, microglia surrounding amyloid plaques in human brain show a much higher state of activation with greater expression of complement receptor [40].",plaques,0.4333333333333333
7625,english,"Studies with human, avian and chicken CSRP1 have shown that this protein is localized at adhesion plaques and in association with filamentous actin, and interacts with the adhesion plaque protein zyxin, as well as the actin-cross-linking protein alpha-actinin (54–57).",plaques,0.4852941176470589
7626,english,Both silver- and thioflavin-S-positive plaques could still be found in each of the dox-treated animals.,plaques,0.5
7627,english,"Somewhat unexpectedly, we observe no appreciable clearance of deposited amyloid even following periods of transgene suppression equal to the time taken for plaques to form.",plaques,0.5
7628,english,This retention of apical spiral neurons is also largely unrelated to neurotrophins which are known to be reduced in their expression in neonatal rodents [4].,retention,0.40625
7629,english,"In contrast, in undifferentiated cells that are already lineage committed (such as MEFs) genome architecture might be more stable than in ES cells and thus cannot be disrupted by CAF-1 depletion.",lineage,0.40625
7630,english,"The conventional view of mammalian sex determination is that the basic pathway of organ development is ovarian, and that the testis-determining gene operates by diverting this program toward testis development by simultaneously influencing the fate of the key supporting cell lineage and initiating a male-specific morphogenetic program.",lineage,0.4499999999999999
7631,english,"In the present paper we have analyzed female mice that previously had undergone a reproductive study (Liljander M, Sällström MA, Andersson S, Wernhoff P, Andersson Å, Holmdahl R, Mattsson R, unpublished data).",P,0.4117647058823529
7632,english,"On the genome level, some of the eight small-effect QTL identified using a very low threshold value (P < 0.05) could be false positives.",P,0.4666666666666667
7633,english,"Superficial and deep anterior cortical staining was grossly different between alphaA/BKO (Figure 3A,3D,3F and 3I) and wild type lenses (Figure 3K,3N,3P and 3S).",P,0.515625
7634,english,"By comparing this Chromosome 1 congenic strain with matched congenic mice lacking the Apcs gene, we demonstrated that serum amyloid P component deficiency influences the severity of glomerulonephritis, but is not the prime mover in the induction of anti-nuclear autoimmunity, contrary to our own original interpretation of our data (Bickerstaff et al. 1999).",P,0.5333333333333333
7635,english,"For example, locus 4 was identified with a low P value and does not overlap with any previously identified arthritis QTL.",P,0.75
7636,english,Future experiments measuring acquisition of associative learning in rodents that received chronic administration of D2R antagonists and demonstrated behavioral tolerance to their motor disrupting effects would be a logical test of this hypothesis.,antagonists,0.4264705882352941
7637,english,"While they do have their limitations (e.g. developmental compensation and strain effects in mouse lines not backcrossed adequately to a parental strain for a minimum of 10 generations), use of our inbred (N20 generation) animals in the present study (where no differences in locomotor behavior were detected between D2R-/- and D2R+/+ mice; Figs. 1 &2) revealed a previously unappreciated role of D2R-mediated signaling in associative learning and attention that could not be measured with the currently available, acutely administered D2R antagonists.",antagonists,0.4666666666666667
7638,english,"For example, ectopic application of BMP antagonists demonstrates that BMP signaling is necessary for this process, and in its absence, webbing occurs [17–19]).",antagonists,0.5147058823529411
7639,english,"In support of this view are several studies demonstrating that the disruption of dopamine signaling via acute blockade of dopamine receptors with dopamine receptor antagonists [3-9] or 6-OHDA lesions [1,10,11] do not disrupt phase 1, the palatability or primary reinforcing characteristics of a natural reinforcer (e.g. palatability) but disrupt phase 2, the formation of incentive salience.",antagonists,0.5384615384615384
7640,english,"Moreover, acute dosing does not recapitulate the marked learning deficits produced in rodents [15,16] by chronic exposure to dopamine D2R antagonists [6,7].",antagonists,0.5441176470588235
7641,english,The cause of goiter appears to be an impairment of iodide fixation in the follicular lumen due to a reduced rate of iodide transport across the apical membrane of thyroid gland epithelial cells [4].,goiter,0.4318181818181817
7642,english,"Expression has been found in the inner ear and thyroid gland consistent with the clinical signs of deafness and goiter [2,3,8].",goiter,0.4666666666666667
7643,english,"In the course of associative learning, striatal synapses [38] receive experience-driven gain [7], thus permitting newly established reinforcement-mediated signals to traverse ascending efferents en route to the frontal cortex, completing a functional limbic/motor circuit [39-41].",synapses,0.4499999999999999
7644,english,"In these distinct synapses, lateral and recurrent inhibition mediated by the gamma-aminobutyric acid-A system may be controlled by the activity of the closely appositioned glutamatergic part, perhaps triggering increased gamma-aminobutyric acid release by Ca2+ influx through glutamate-gated receptor channels ([38]; see also [39]).",synapses,0.5131578947368421
7645,english,"Targeted disruption of the mouse alphaB gene, however, resulted in lenses similar in size to aged-matched wild type lens with no cataracts reported [23].",cataracts,0.4642857142857143
7646,english,"In a second series of experiments, we compared the association of histone H3 with chromatin in nuclei isolated from cells transfected with control and p150CAF-1 RNAi plasmid vectors.",vectors,0.4666666666666667
7647,english,These data report the development and implementation of an improved RMCE approach that enables efficient allele modification in ES cells to generate mice and in heterozygous MEFs to accelerate phenotypic analyses.,ES,0.5952380952380952
7648,english,"Ultimately, p150CAF-1 depletion results in the arrest of ES cell division and cell death.",ES,0.6111111111111112
7649,english,p150CAF-1 knockdown in ES cells was quantified by Western blot analysis and IF.,ES,0.6944444444444444
7650,english,"Alternatively (or in addition), another male-specific factor normally dependent on      Sry may be required to sustain SOX9 expression, possibly FGF-binding proteins in the extracellular matrix or FGF receptors.",matrix,0.475
7651,english,"Once inside the mitochondrial matrix, the MCAD monomers are assembled into homotetramers to gain enzymatic activity [4].",matrix,0.5333333333333333
7652,english,"We show that in p150CAF-1-depleted ES cells, while DNA replication initially persists without significant perturbation in nucleosomal organization, severe heterochromatin organization defects can be observed.",perturbation,0.484375
7653,english,"Since the arrest and apoptosis of Dmrt7 mutant spermatocytes could result from perturbation of any of the critical pachytene events mentioned above, we tested whether they occur abnormally in the mutant cells.",perturbation,0.5178571428571429
7654,english,"It is, nevertheless, possible that lack of microglia activation is the major difference between the slow clearance described here, where no perturbation of the immune system is expected, and the rapid clearance described in studies involving antibody or viral injection.",perturbation,0.6153846153846154
7655,english,The presence of Dmrt7 in both lineages may support a common origin for either the sex chromosomes or the sex chromatin of monotremes and other mammals.,chromosomes,0.5
7656,english,"Our phenotypic analysis focused on the kidney, which showed altered branching morphogenesis of the ureteric bud, and expansion of the zone of condensed mesenchyme surrounding the ureteric bud, yet relatively normal nephron formation, as measured by histology, confocal analysis, in situ hybridization and microarray analysis.",histology,0.5
7657,english,Traditional histology and histomorphometry suggested that the mechanism involved preservation of osteoblast and osteoclast activity.,histology,0.515625
7658,english,These data report the development and implementation of an improved RMCE approach that enables efficient allele modification in ES cells to generate mice and in heterozygous MEFs to accelerate phenotypic analyses.,allele,0.515625
7659,english,"We obtained a conditional allele of Bmp4, in which exon 4 is flanked by loxP sites, from Dr. Holger Kulessa and Dr. Brigid Hogan [16].",allele,0.53125
7660,english,We analyzed the sequence of each Tas2r allele in the parental strains (B6 and D2) and 29 RI lines.,allele,0.546875
7661,english,"By positional cloning and gene targeting, we identify an allele of droopy ear, deH, as a loss of function for Tbx15, which encodes a T-box transcription factor expressed in a dynamic and spatially restricted manner in the developing skin and musculoskeletal system.",allele,0.578125
7662,english,"By the time its expression is first detectable, the floxed Bmp2 allele appears to be completely recombined in the limb mesenchyme, as whole mount in situ hybridization does not detect any mesenchymal Bmp2 transcription (Figure 1B).",allele,0.703125
7663,english,"In contrast, we provide in vitro, transgenic (Tg), and gene targeting evidence to show that TGF-β2 and small phenotype- and mothers against decapentaplegic-related protein 2 (SMAD2) signaling are upstream inducers of Snail gene expression in skin epithelium.",Tg,0.525
7664,english,"Function and expression of other K+ channels has been shown to be controlled by the cytosolic pH and free radicals, which encode the metabolic state of the cell [39].",pH,0.5277777777777778
7665,english,"Thus, identification of hg modifiers has the potential to uncover novel members of metabolically important pathways or previously unknown convergences between pathways.",hg,0.5277777777777778
7666,english,"In addition to the large number of MMU2 QTL, the presence of hg adds complexity by either eliciting interactions with the same QTL or by inducing the expression of novel QTL.",hg,0.53125
7667,english,All of these genes are excellent functional and positional hg modifier candidate genes and this information can be incorporated into future fine mapping studies.,hg,0.5454545454545454
7668,english,"Modifier QTL have been mapped for numerous traits and in these studies the modified locus is typically a known gene containing a spontaneously arisen or engineered mutation with major phenotypic effects, such as hg [11,19-21].",hg,0.5666666666666667
7669,english,The 2P unique region (Region I) contains an hg modifier with large effects on growth and smaller effects on obesity (Table 3).,hg,0.75
7670,english,The results of this study suggest that ADAM22 is involved in human diseases such as epilepsy and peripheral neuropathy.,neuropathy,0.5535714285714286
7671,english,"Interestingly, in vesicles of red blood cells lacking annexin A7 the amount of sorcin is lowered, indicating that its localisation is affected by the loss of annexin A7 or its expression during red blood cell development was reduced.",vesicles,0.5588235294117647
7672,english,"Under basal conditions, the protein resides in subapical intracellular vesicles; however, under conditions requiring water retention AQP2 translocates to the apical membrane, permitting water reabsorption [7,8].",vesicles,0.575
7673,english,"Annexin A7 translocates to membranes in a Ca2+-dependent fashion and, when intracellular Ca2+ levels rise, sequentially redistributes to the plasma and the nuclear membrane as well as to intracellular vesicles.",vesicles,0.5833333333333334
7674,english,"These ADAMs lack a catalytic motif critical for the metalloproteinase activity, suggesting that they are not proteases.",ADAMs,0.5882352941176471
7675,english,ADAMs are also involved in cell-cell or cell-matrix adhesion through their interaction with integrins or syndecans.,ADAMs,0.625
7676,english,"Of these, DsRed1 (referred to as drFP585 by Matz et al., [12]), a 28 kDa protein isolated from the IndoPacific sea anemone Discosoma sp, posseses the longest excitation (558 nm) and emission (583 nm) wavelength maxima known for a wild-type autofluorescent protein.",maxima,0.609375
7677,english,Apoptotic cells are removed rapidly and efficiently as intact cells or apoptotic bodies by professional phagocytes or by neighboring cells.,phagocytes,0.6428571428571429
7678,english,"Quinine may directly activate G proteins, and both quinine and denatonium can block K+ channels [31-36] ; caffeine, another bitter-tasting substance, directly inhibits intracellular phosphodiesterase [33].",Quinine,0.675
7679,english,A number of target gene candidates emerged upon a transcriptome analysis of mock- and cadmium-treated Mtf1 conditional knockout mice and control littermates and several of these were confirmed by semiquantitative RT–PCR.,RT,0.6764705882352942
7680,english,"Thrombus formation on fissured atherosclerotic plaques is the precipitating event in the transition from a stable or subclinical atherosclerotic disease and leads to acute myocardial infarction, ischemic stroke or peripheral arterial occlusion.",Thrombus,0.725
7681,english,"Many of these dimorphisms affect somatic cells, but the sexual dimorphisms that most directly mediate sexual reproduction are those of the gametes themselves.",gametes,0.75
7682,english,"DNCL1 is a subunit of two intracellular transport protein complexes, dynein and myosin Va [36].",Va,0.7777777777777777
7683,english,"Europe, on the other hand, unfortunately too often seems to have lost its faith in the future.",hand,0.15625
7684,english,That is why we want to introduce the role of media pluralism monitor.,role,0.0499999999999999
7685,english,"The Union also has the aim of encouraging development and reforms in China for the benefit not only of the country itself but also, given its size, of the entire planet, and it is in this context that we have followed with grave concern the consequences of the earthquake that hit Sichuan Province in May and assessed the scale of this disaster; with more than 70 000 dead and 18 000 missing, the final toll, unfortunately, is likely to exceed 80 000.",size,0.0
7686,english,We are taking note of your comment and it will be duly considered.,comment,0.0499999999999999
7687,english,"We have taken note of your comment, Mr Helmer.",comment,0.0499999999999999
7688,english,"Madam President, ladies and gentlemen, I have a comment about the Minutes.",comment,0.1666666666666666
7689,english,"Ladies and gentlemen, I will obviously pass on your comment to the President of Parliament, but I also invite you to pass it on to the chairmen and women of your respective groups, because it will not have escaped your notice that it is the Conference of Presidents that decides the agenda and the order in which the reports will go through.",comment,0.1785714285714285
7690,english,I shall pass your comment on to the right person and try to get you an answer.,comment,0.234375
7691,english,We will bear this in mind in future and pay attention to such matters.,pay,0.0666666666666666
7692,english,"The films and books coming out of Iran are impressive, the level of education of women is high, there is a capacity for public debate and the young population is vibrant and active.",level,0.171875
7693,english,"In recent months the Presidency, together with the Commission, has invested a lot of effort at the highest level in trying to overcome the remaining obstacles on the EU side.",level,0.1973684210526315
7694,english,"In this context, I believe it is important that the European Union give consideration to establishing a common minimum level of insurance for all farmers and to the eligibility thresholds for the Solidarity Fund.",level,0.3
7695,english,"(DE) Mr President, ladies and gentlemen, further to what Mr Watson has just said, I want to say, on behalf of my group, and addressing Mr Geremek personally, that we - as you, Mr Geremek, will be aware - share but few of your political views, but there",Group,0.075
7696,english,on behalf of the PPE Group.,Group,0.1527777777777778
7697,english,"B5-0168/1999, by Mr Schroedter and others, on behalf of the Greens/ALE Group, on the war in Chechnya;",Group,0.1973684210526315
7698,english,"(DE) Mr President, on behalf of the PPE-DE Group, may I move an oral amendment for the reformulation of Amendment 1.",Group,0.2205882352941176
7699,english,This amendment was tabled by the Group of the Greens/European Free Alliance.,Group,0.2361111111111111
7700,english,on behalf of the PPE-DE Group.,Group,0.2976190476190476
7701,english,"Madam President, I saw a few boats landing at Parliament this week and notified the security service.",boats,0.2205882352941176
7702,english,"The debates in our committee have also revealed, however, that this is not sensible in all sectors, at least not before 2013.",sectors,0.0999999999999999
7703,english,"We are not attempting to draw dividing lines, to classify the productive sectors in the supply chain, the farmers, manufacturers, wholesalers and retailers as 'the good', 'the bad' and 'the ugly', because I do not believe that we are living in a 'Wild West' society and economy; I believe that we are living in an economy based on the regulations of the internal market of the European Union, a market which provides opportunity for growth and competitiveness when it operates transparently, but which ousts or eliminates producers and economic activities when unfair and opaque functions penetrate it.",sectors,0.275
7704,english,The European Union must raise awareness of this issue and lead the way if necessary.,way,0.0999999999999999
7705,english,"Before we can get to grips with all the issues to do with poverty and poverty-related problems, we must be able to help Ethiopia combat these human rights violations.",problems,0.0999999999999999
7706,english,"The problems facing the Union are very much cross-border in nature: terrorism, organised crime, and flows of asylum seekers and illegal immigrants.",problems,0.15
7707,english,More differentiation by sector is also needed in the treatment of economic problems.,problems,0.1607142857142857
7708,english,"In order to win this trust, we must make the internal market more efficient and sensitive to citizens' expectations and problems.",problems,0.1973684210526315
7709,english,"All these things, of course, do not resolve the problems that Croatia still has to solve.",problems,0.265625
7710,english,"I should like, on behalf of the European Parliament, to express our sympathy to the parents and families of the victims.",families,0.1875
7711,english,"Regardless of their past, we express our solidarity with their families and with the people of Guinea-Bissau and we regret and strongly condemn these attacks.",families,0.21875
7712,english,"Many of those who are injured, and their families, face an agonising wait to find out whether they have contracted a blood-borne infection such as HIV or hepatitis C.",families,0.2777777777777778
7713,english,"Three years ago, following parliamentary elections annulled by the regime of the time, the Rose Revolution took place in your country and history will associate your name with that revolution, Mr Saakashvili.",history,0.1166666666666666
7714,english,Application of Directive 2004/38/EC on the right of EU citizens and their family members to move and reside freely within the territory of the Member States (,citizens,0.1176470588235294
7715,english,The Commission is often the highest institution to which citizens may refer cases of inappropriate implementation of the law.,citizens,0.1710526315789473
7716,english,"Mr President, animal welfare is, in fact, something that most of the citizens of Europe care about.",citizens,0.2058823529411764
7717,english,"Madam President, ladies and gentlemen, 'I am delighted to see that the Commission has taken concrete steps to include European citizens in a debate that is going to determine the long-term future of the Union.'",citizens,0.2222222222222222
7718,english,"Mr President, the Committee on Women's Rights and Gender Equality, which is presenting this own-initiative report, has invested both effort and material expenditure in the issue: the members of our committee not only worked on this report, but also presented a voluminous report on the situation of women in prisons in Europe.",effort,0.125
7719,english,Certain categories of agreements and concerted practices in the air transport sector (codified version) (,air,0.1323529411764705
7720,english,"(DE) Mr President, there are differences between the French and English translations of the original document of which we must take note.",note,0.25
7721,english,"Then it continues as before: 'calls for the release of the Kurdish journalists Abdolvahed ""Hiwa” Butimar and Adnan Hassanpour who have been sentenced to death'.",death,0.171875
7722,english,"Once again, we reiterate our fundamental opposition to the death penalty, which is against human dignity.",death,0.1944444444444444
7723,english,"The directive before us today establishes a good middle way that regulates the issues relating to the internal market, while leaving legislative decisions on all other matters to the Member States themselves.",issues,0.140625
7724,english,"Madam President, although I know that we have more important things to do today, I would like to draw your attention to the fact that, on 6 September, I raised objections to the Minutes of the previous day and also asked - with a view to having these issues in general clarified, and not just this particular instance - that the committee responsible for dealing with agenda questions be asked to look into the matter of a vote result being retrospectively altered.",issues,0.203125
7725,english,It also shows the need to address broader issues which may affect the macroeconomic stability of a Member State and the overall functioning of economic and monetary union.,issues,0.2205882352941176
7726,english,"As we know, he always pays great attention to human rights issues and tragedies in Africa.",issues,0.2619047619047618
7727,english,"When these issues are being discussed, Parliament is not prepared to look the other way and content itself with the kind of general reassurances that the Council provided during the negotiations.",issues,0.3055555555555556
7728,english,"The concept of quantitative use reduction needs careful management, as less frequent spraying with higher concentration of pesticide could result.",concept,0.1428571428571428
7729,english,"Moreover, the film is pigmented with obscene language, and scenes of explicit sex and violence, a unique case in the festival.",language,0.1470588235294117
7730,english,"Mr President, exactly one week ago, Nobel Prize winner, Shirin Ebadi, published a penetrating article in The Wall Street Journal about her friend, the Iranian human rights lawyer, Nasrin Sotoudeh, who had just been sentenced to eleven years' imprisonment.",article,0.1470588235294117
7731,english,"As you know, the Committee on Budgets voted on more than 1 600 amendments to the 2008 draft budget.",Budgets,0.15
7732,english,"The members of the secretariat of the Committee on Budgets, whether they work front stage or behind the scenes, have been very, very cooperative and highly competent.",Budgets,0.25
7733,english,"the report by Mr Louis Grech, on behalf of the Committee on Budgets, on the draft general budget of the European Union for the financial year 2007 (Section I, European Parliament; Section II, Council; Section IV, Court of Justice; Section V, Court of Auditors; Section VI, Economic and Social Committee; Section VII, Committee of the Regions; Section VIII (A), European Ombudsman; Section VIII (B), European Data Protection Supervisor [C6-0300/2006 -.",Budgets,0.2777777777777778
7734,english,"In this connection it was stated, by the Vice-President in the Chair amongst others, that the Committee on Budgets was blocking the posts which were necessary to strengthen the security service.",Budgets,0.3125
7735,english,"the report by Mrs Haug, on behalf of the Committee on Budgets, on the draft amending budget No 10/2009 of the European Union for the financial year 2009, Section III - Commission (16327/2009 - C7-0288/2009 -,",Budgets,0.3452380952380952
7736,english,"Election of Vice-Presidents (first, second and third ballots)",Election,0.15
7737,english,"The International Election Observation Mission, led by the OSCE Office for Democratic Institutions and Human Rights, found that the re-run of the second round of the presidential elections on 26 December brought Ukraine closer to international standards.",Election,0.2166666666666666
7738,english,"Mr President, allow me, first of all, to thank the shadow rapporteurs, the secretariat of the Committee on Economic and Monetary Affairs and the chairs of the political groups for their constructive contribution to the debates and the efforts made to reach agreement on this very important report.",debates,0.15
7739,english,Could you tell me under which rule they were enabled to extend this item to have four rather than three debates?,debates,0.1833333333333333
7740,english,"During the recent debates in this House on Palestinian prisoners in Israel, I used strong language to attack the Israeli Government officials.",debates,0.3125
7741,english,"Against a background where food production needs to increase by a minimum of 70% by 2050 in order to meet the world population's food demands, food security must be the topic at the heart of the debates conducted at both global and European level.",debates,0.3571428571428571
7742,english,"Terrorism is an attempt at making things happened through blind violence and, in the process, destroying values, the values that are the foundation of the European Union and its Member States.",process,0.1527777777777778
7743,english,"an oral question by Pervenche Berès, on behalf of the Committee on Economic and Monetary Affairs, to the Council: Follow-up after the review of the Lamfalussy process - B6-0011/2008)",process,0.1578947368421052
7744,english,"I am from a border county myself and I am a representative of the border region and, as such, I have a very good understanding of the part the International Fund for Ireland played in the peace process.",process,0.1833333333333333
7745,english,"Current working conditions in this sector are more complex and more demanding: classrooms are more heterogeneous from the social and cultural point of view, teaching concentrates on individual learning, teachers have gone from being ex-cathedra trainers to being classroom managers; there is a requirement to have a good knowledge of foreign languages and information and communications technologies (known as ICT), not only as a means of transmitting knowledge but to be able to use them as a teaching tool.",languages,0.3289473684210526
7746,english,"I am taking advantage of the fact that the resolution on the work programme of the European Commission, plus Amendments 19 to 28 have not, at 12.40, been translated into French to draw your attention to the unacceptable deterioration of multilingualism in the European Parliament.",work,0.1607142857142857
7747,english,"We are concluding our work at a time when the economic governance package is stalled, at a time when the financial markets have once again taken up many of their bad habits, including in terms of the distribution of bonuses, and at a time when the fate of Member States depends on the ratings they are given by the credit rating agencies.",work,0.2777777777777778
7748,english,This is just because we received a legal opinion from Parliament's Legal Service very late on Friday and we need to make a few comparisons with the text agreed with the Council.,comparisons,0.1607142857142857
7749,english,"This is an enlightened and balanced report, which denounces terrorism and those who support terrorism; it promotes a vision of peace, coexistence, friendship and economic integration and commerce between peoples on both sides of the border and in Gilgit and Baltistan along the lines of the European Union model.",vision,0.25
7750,english,"The report aims to offer a clear vision of the activity of the Committee on Petitions during the year and, ultimately, a more specific explanation of what submitting a petition to the European Parliament involves, as well as the possible result of the process, what it can achieve and its limitations.",vision,0.3214285714285714
7751,english,EU homelessness strategy (,homelessness,0.1617647058823529
7752,english,"In my opinion, this is one excellent indication of how, ultimately, we can achieve special added value in the European Union at little expense.",value,0.1617647058823529
7753,english,They are more interested in the territory than in the people who live in it.,people,0.1785714285714285
